Last Name/Surname,Total,Two or More Races,Percentage,Rank,U.S. Rank
WESTON,"25,637",528,2.06%,"1,144","1,380"
ADAIR,"18,708",528,2.82%,"1,145","1,927"
HERMAN,"41,750",526,1.26%,"1,146",826
ELDRIDGE,"25,299",526,2.08%,"1,147","1,402"
RASMUSSEN,"36,636",524,1.43%,"1,148",947
ANDERSEN,"36,150",524,1.45%,"1,149",963
TONEY,"18,787",524,2.79%,"1,150","1,919"
COLES,"14,449",523,3.62%,"1,151","2,505"
HAHN,"40,250",523,1.30%,"1,152",859
VANN,"15,416",523,3.39%,"1,153","2,366"
COUCH,"26,615",522,1.96%,"1,154","1,323"
IRVIN,"21,263",521,2.45%,"1,155","1,695"
LITTLEJOHN,"12,047",520,4.32%,"1,156","2,976"
LOW,"12,032",519,4.31%,"1,157","2,979"
NANCE,"24,018",519,2.16%,"1,158","1,487"
ARTHUR,"28,102",517,1.84%,"1,159","1,247"
BOWLES,"23,713",517,2.18%,"1,160","1,514"
HIGA,"3,940",517,13.12%,"1,161","8,398"
MOHAMMAD,"5,639",517,9.17%,"1,162","6,079"
BRANDT,"36,613",516,1.41%,"1,163",948
RUTLEDGE,"26,887",516,1.92%,"1,164","1,306"
BOYLE,"39,921",515,1.29%,"1,165",866
ONEIL,"28,949",515,1.78%,"1,166","1,220"
LOWRY,"24,895",515,2.07%,"1,167","1,428"
WINN,"22,316",515,2.31%,"1,168","1,611"
GOFF,"32,298",514,1.59%,"1,169","1,081"
LY,"29,891",514,1.72%,"1,170","1,176"
OVERTON,"18,820",514,2.73%,"1,171","1,914"
BRAXTON,"12,268",513,4.18%,"1,172","2,921"
NIX,"24,786",513,2.07%,"1,173","1,438"
CHAPPELL,"23,634",513,2.17%,"1,174","1,516"
BLOUNT,"19,878",513,2.58%,"1,175","1,803"
MCMAHON,"39,411",512,1.30%,"1,176",883
JOYCE,"34,132",512,1.50%,"1,177","1,022"
SINCLAIR,"27,243",512,1.88%,"1,178","1,290"
DAVISON,"22,276",512,2.30%,"1,179","1,617"
VASQUEZ,"212,781",511,0.24%,"1,180",113
TOLENTINO,"11,371",511,4.49%,"1,181","3,180"
STROUD,"24,211",511,2.11%,"1,182","1,477"
GIBBONS,"29,824",510,1.71%,"1,183","1,183"
DUKES,"22,187",510,2.30%,"1,184","1,622"
LU,"35,628",509,1.43%,"1,185",978
FRASER,"25,961",509,1.96%,"1,186","1,358"
RUFFIN,"16,324",508,3.11%,"1,187","2,231"
NEWSOME,"23,958",508,2.12%,"1,188","1,491"
HUGGINS,"22,371",508,2.27%,"1,189","1,602"
JARRETT,"21,821",508,2.33%,"1,190","1,648"
HAN,"29,847",507,1.70%,"1,191","1,182"
HASTINGS,"28,015",507,1.81%,"1,192","1,253"
POE,"23,563",507,2.15%,"1,193","1,522"
HUBER,"37,170",506,1.36%,"1,194",933
COURTNEY,"27,205",506,1.86%,"1,195","1,294"
DEWITT,"26,348",506,1.92%,"1,196","1,338"
TIPTON,"25,064",506,2.02%,"1,197","1,420"
CREWS,"24,219",506,2.09%,"1,198","1,475"
WHITLEY,"26,732",505,1.89%,"1,199","1,313"
DALEY,"24,901",505,2.03%,"1,200","1,427"
BRANTLEY,"21,395",505,2.36%,"1,201","1,684"
DOUGHERTY,"37,884",504,1.33%,"1,202",915
LYLES,"16,062",504,3.14%,"1,203","2,265"
GRIGGS,"24,819",504,2.03%,"1,204","1,437"
BETTS,"19,983",504,2.52%,"1,205","1,799"
STEIN,"43,389",503,1.16%,"1,206",796
MCCLELLAN,"26,060",503,1.93%,"1,207","1,356"
CABRAL,"23,128",502,2.17%,"1,208","1,557"
THORPE,"21,813",502,2.30%,"1,209","1,651"
YAMADA,"4,467",502,11.24%,"1,210","7,461"
KONG,"14,165",501,3.54%,"1,211","2,551"
AKERS,"25,290",501,1.98%,"1,212","1,405"
GROVES,"24,629",500,2.03%,"1,213","1,447"
ROBISON,"25,450",499,1.96%,"1,214","1,392"
CROWLEY,"31,098",498,1.60%,"1,215","1,128"
AMIN,"11,137",497,4.46%,"1,216","3,243"
DO,"30,301",497,1.64%,"1,217","1,159"
OLIVEIRA,"19,055",497,2.61%,"1,218","1,887"
HURD,"20,540",497,2.42%,"1,219","1,743"
CLOUD,"14,555",496,3.41%,"1,220","2,478"
MAGEE,"27,720",496,1.79%,"1,221","1,269"
SEYMOUR,"25,436",496,1.95%,"1,222","1,394"
WALDEN,"24,821",496,2.00%,"1,223","1,435"
COATES,"23,725",496,2.09%,"1,224","1,512"
MARQUEZ,"107,533",495,0.46%,"1,225",287
MOY,"8,781",495,5.64%,"1,226","4,046"
TAKAHASHI,"4,928",495,10.04%,"1,227","6,839"
CAMP,"29,753",494,1.66%,"1,228","1,189"
HOSKINS,"24,581",494,2.01%,"1,229","1,449"
BULLARD,"23,755",494,2.08%,"1,230","1,509"
MALIK,"14,925",493,3.30%,"1,231","2,429"
HOLCOMB,"28,852",493,1.71%,"1,232","1,227"
BOGGS,"27,880",493,1.77%,"1,233","1,262"
ISAAC,"18,903",493,2.61%,"1,234","1,898"
BINGHAM,"25,941",490,1.89%,"1,235","1,360"
HURT,"21,037",490,2.33%,"1,236","1,708"
HANKINS,"21,532",489,2.27%,"1,237","1,675"
DENTON,"27,742",488,1.76%,"1,238","1,268"
HOOKS,"17,053",488,2.86%,"1,239","2,125"
ABRAMS,"25,534",488,1.91%,"1,240","1,387"
BURT,"26,475",487,1.84%,"1,241","1,331"
QUICK,"25,091",487,1.94%,"1,242","1,416"
BOYKIN,"17,255",487,2.82%,"1,243","2,096"
SWIFT,"24,249",487,2.01%,"1,244","1,473"
PUCKETT,"27,627",486,1.76%,"1,245","1,273"
DEGUZMAN,"10,341",485,4.69%,"1,246","3,454"
WELSH,"30,153",485,1.61%,"1,247","1,166"
STOVALL,"16,827",485,2.88%,"1,248","2,155"
LO,"17,687",485,2.74%,"1,249","2,036"
BRAGG,"21,934",485,2.21%,"1,250","1,643"
WESTBROOK,"20,284",485,2.39%,"1,251","1,770"
HARTLEY,"31,221",484,1.55%,"1,252","1,124"
HATCH,"26,903",484,1.80%,"1,253","1,304"
BOWDEN,"24,560",484,1.97%,"1,254","1,450"
BROUSSARD,"26,971",483,1.79%,"1,255","1,302"
WEBBER,"26,405",483,1.83%,"1,256","1,335"
EMERY,"25,839",483,1.87%,"1,257","1,365"
CAMACHO,"67,893",482,0.71%,"1,258",493
RAINEY,"23,291",482,2.07%,"1,259","1,545"
TRACY,"29,867",481,1.61%,"1,260","1,180"
CRAMER,"29,691",481,1.62%,"1,261","1,192"
HOANG,"29,798",480,1.61%,"1,262","1,185"
HAINES,"29,462",480,1.63%,"1,263","1,201"
HARGROVE,"20,360",480,2.36%,"1,264","1,764"
MCELROY,"24,668",479,1.94%,"1,265","1,446"
FOUNTAIN,"20,193",479,2.37%,"1,266","1,774"
TEMPLE,"22,549",478,2.12%,"1,267","1,590"
LANGSTON,"19,742",478,2.42%,"1,268","1,816"
JIMENEZ,"227,118",477,0.21%,"1,269",100
MCCABE,"30,401",477,1.57%,"1,270","1,154"
LOUIE,"8,485",477,5.62%,"1,271","4,175"
PANG,"7,642",476,6.23%,"1,272","4,645"
BELCHER,"28,321",476,1.68%,"1,273","1,243"
GRAYSON,"16,946",476,2.81%,"1,274","2,138"
FAIR,"18,609",476,2.56%,"1,275","1,942"
EUBANKS,"20,424",476,2.33%,"1,276","1,755"
MCCAULEY,"24,743",475,1.92%,"1,277","1,442"
IVEY,"23,263",475,2.04%,"1,278","1,546"
SMALLWOOD,"18,717",475,2.54%,"1,279","1,926"
REILLY,"40,884",474,1.16%,"1,280",845
GORMAN,"31,788",474,1.49%,"1,281","1,100"
CHAMBERLAIN,"28,727",474,1.65%,"1,282","1,231"
SUTHERLAND,"29,585",473,1.60%,"1,283","1,195"
SCALES,"13,190",472,3.58%,"1,284","2,732"
LOCKETT,"14,140",471,3.33%,"1,285","2,555"
HYDE,"29,094",471,1.62%,"1,286","1,213"
BUI,"28,919",471,1.63%,"1,287","1,222"
LINCOLN,"16,477",470,2.85%,"1,288","2,209"
MAJOR,"20,977",470,2.24%,"1,289","1,714"
GANT,"14,167",469,3.31%,"1,290","2,550"
SIMONS,"25,755",469,1.82%,"1,291","1,371"
TOMLINSON,"25,274",468,1.85%,"1,292","1,407"
VICKERS,"22,176",468,2.11%,"1,293","1,625"
HEAD,"27,292",467,1.71%,"1,294","1,285"
CRABTREE,"26,104",467,1.79%,"1,295","1,354"
KAY,"24,337",467,1.92%,"1,296","1,467"
BEAVER,"21,640",467,2.16%,"1,297","1,665"
LOVETT,"19,471",467,2.40%,"1,298","1,842"
CORREA,"38,232",466,1.22%,"1,299",905
FINNEY,"16,939",466,2.75%,"1,300","2,139"
DICKEY,"23,320",466,2.00%,"1,301","1,542"
COLVIN,"22,499",466,2.07%,"1,302","1,592"
CODY,"19,600",466,2.38%,"1,303","1,828"
RICKS,"18,506",465,2.51%,"1,304","1,950"
WITT,"31,575",464,1.47%,"1,305","1,110"
WORLEY,"25,758",464,1.80%,"1,306","1,370"
OCONNELL,"36,194",463,1.28%,"1,307",961
DUBOIS,"23,366",463,1.98%,"1,308","1,539"
MATSUMOTO,"4,486",463,10.32%,"1,309","7,421"
KAISER,"33,480",462,1.38%,"1,310","1,039"
EASON,"17,714",462,2.61%,"1,311","2,031"
BUTTS,"23,227",462,1.99%,"1,312","1,548"
LOVELL,"21,171",462,2.18%,"1,313","1,700"
HILLIARD,"20,377",461,2.26%,"1,314","1,756"
MCGRATH,"34,871",460,1.32%,"1,315","1,006"
DRAPER,"24,337",460,1.89%,"1,316","1,467"
SMILEY,"19,829",460,2.32%,"1,317","1,812"
MCQUEEN,"19,760",460,2.33%,"1,318","1,814"
RITCHIE,"29,040",459,1.58%,"1,319","1,217"
SALAZAR,"152,703",458,0.30%,"1,320",179
RUSSO,"48,696",458,0.94%,"1,321",715
TUTTLE,"27,751",458,1.65%,"1,322","1,267"
BOWLING,"26,762",458,1.71%,"1,323","1,311"
NUNN,"16,769",458,2.73%,"1,324","2,164"
FRANCISCO,"24,095",458,1.90%,"1,325","1,481"
SHELDON,"19,339",458,2.37%,"1,326","1,855"
GREGG,"25,554",457,1.79%,"1,327","1,386"
GOSS,"26,179",456,1.74%,"1,328","1,349"
STANFORD,"21,295",456,2.14%,"1,329","1,692"
MAYLE,"4,773",456,9.55%,"1,330","7,016"
DICKINSON,"26,607",455,1.71%,"1,331","1,324"
MILLIGAN,"22,416",455,2.03%,"1,332","1,597"
MCCAIN,"19,032",455,2.39%,"1,333","1,888"
HANNAH,"20,138",455,2.26%,"1,334","1,779"
CRENSHAW,"18,096",454,2.51%,"1,335","1,995"
LILLY,"22,662",453,2.00%,"1,336","1,580"
LEUNG,"20,496",453,2.21%,"1,337","1,747"
RAGLAND,"12,816",452,3.53%,"1,338","2,815"
RITTER,"33,252",452,1.36%,"1,339","1,053"
SORENSEN,"28,069",452,1.61%,"1,340","1,251"
GREENWOOD,"24,971",452,1.81%,"1,341","1,422"
HUTCHISON,"24,820",452,1.82%,"1,342","1,436"
KILGORE,"21,627",452,2.09%,"1,343","1,667"
CRUMP,"20,737",452,2.18%,"1,344","1,727"
YOSHIDA,"4,113",452,10.99%,"1,345","8,046"
GUZMAN,"167,044",451,0.27%,"1,346",154
DEMPSEY,"26,863",451,1.68%,"1,347","1,308"
SPIVEY,"21,161",451,2.13%,"1,348","1,702"
CLINTON,"16,263",450,2.77%,"1,349","2,242"
MCNAIR,"16,595",450,2.71%,"1,350","2,191"
METCALF,"23,946",450,1.88%,"1,351","1,494"
ASH,"21,030",450,2.14%,"1,352","1,709"
EASLEY,"16,459",448,2.72%,"1,353","2,212"
LARKIN,"23,578",448,1.90%,"1,354","1,521"
MAHARAJ,"2,787",448,16.07%,"1,355","11,322"
CORTEZ,"101,694",447,0.44%,"1,356",310
MCRAE,"18,156",447,2.46%,"1,357","1,987"
TONG,"13,196",446,3.38%,"1,358","2,730"
SELF,"23,595",446,1.89%,"1,359","1,520"
GODWIN,"22,628",446,1.97%,"1,360","1,583"
ACOSTA,"103,418",445,0.43%,"1,361",302
CARLTON,"21,202",445,2.10%,"1,362","1,698"
LANIER,"20,997",445,2.12%,"1,363","1,712"
PRITCHETT,"19,334",445,2.30%,"1,364","1,856"
CHAND,"2,820",445,15.78%,"1,365","11,209"
FELTON,"16,044",444,2.77%,"1,366","2,266"
GUNTER,"24,513",444,1.81%,"1,367","1,457"
QUEEN,"18,557",444,2.39%,"1,368","1,945"
SPAULDING,"18,902",444,2.35%,"1,369","1,899"
MYLES,"13,898",442,3.18%,"1,370","2,591"
HELTON,"25,118",442,1.76%,"1,371","1,414"
PHIPPS,"23,610",442,1.87%,"1,372","1,519"
KRAUSE,"34,722",441,1.27%,"1,373","1,009"
BRAUN,"34,491",441,1.28%,"1,374","1,012"
DUMAS,"17,442",441,2.53%,"1,375","2,076"
CLEMENT,"23,830",441,1.85%,"1,376","1,505"
BOSTON,"15,814",440,2.78%,"1,377","2,309"
LYON,"27,690",440,1.59%,"1,378","1,271"
LORD,"23,405",440,1.88%,"1,379","1,535"
CARLISLE,"20,365",440,2.16%,"1,380","1,763"
DOWNEY,"26,627",439,1.65%,"1,381","1,320"
MALLORY,"17,578",439,2.50%,"1,382","2,048"
SNELL,"22,177",439,1.98%,"1,383","1,623"
AZIZ,"6,740",439,6.51%,"1,384","5,187"
HAMM,"26,726",438,1.64%,"1,385","1,314"
AKINS,"17,868",438,2.45%,"1,386","2,020"
COULTER,"20,757",438,2.11%,"1,387","1,725"
HICKEY,"29,350",437,1.49%,"1,388","1,206"
SONG,"25,110",437,1.74%,"1,389","1,415"
MEREDITH,"24,679",437,1.77%,"1,390","1,445"
CUMMINS,"20,705",437,2.11%,"1,391","1,731"
HADDAD,"10,804",436,4.04%,"1,392","3,318"
ROYAL,"15,755",436,2.77%,"1,393","2,319"
DOZIER,"16,091",436,2.71%,"1,394","2,259"
KIRKPATRICK,"26,251",436,1.66%,"1,395","1,344"
THOMSON,"24,750",436,1.76%,"1,396","1,440"
ZHANG,"70,125",435,0.62%,"1,397",472
JACK,"15,256",435,2.85%,"1,398","2,382"
BYNUM,"16,166",435,2.69%,"1,399","2,251"
DOAN,"19,760",435,2.20%,"1,400","1,814"
HOLLINGSWORTH,"23,831",434,1.82%,"1,401","1,504"
KYLE,"18,721",434,2.32%,"1,402","1,924"
ROLAND,"19,311",434,2.25%,"1,403","1,860"
AKANA,941,434,46.12%,"1,404","26,042"
MORENO,"196,925",433,0.22%,"1,405",124
MCDERMOTT,"30,528",433,1.42%,"1,406","1,151"
ELKINS,"24,902",433,1.74%,"1,407","1,426"
TOMPKINS,"24,056",433,1.80%,"1,408","1,485"
ALDRIDGE,"23,034",433,1.88%,"1,409","1,562"
BUNCH,"22,117",433,1.96%,"1,410","1,629"
CORNELIUS,"20,160",433,2.15%,"1,411","1,775"
PADILLA,"105,365",432,0.41%,"1,412",293
DALY,"31,330",432,1.38%,"1,413","1,118"
ROE,"25,286",432,1.71%,"1,414","1,406"
COFFMAN,"24,980",432,1.73%,"1,415","1,421"
BUTCHER,"22,978",432,1.88%,"1,416","1,567"
DUNHAM,"22,362",432,1.93%,"1,417","1,604"
HOLLIDAY,"20,491",432,2.11%,"1,418","1,748"
CARMICHAEL,"19,628",432,2.20%,"1,419","1,825"
RAHIMI,"1,730",432,24.97%,"1,420","16,582"
JEAN,"21,140",431,2.04%,"1,421","1,703"
STUBBS,"20,134",431,2.14%,"1,422","1,781"
SHOEMAKER,"30,934",430,1.39%,"1,423","1,133"
JUNG,"24,026",430,1.79%,"1,424","1,486"
RAMEY,"22,287",430,1.93%,"1,425","1,616"
TIMMONS,"20,671",430,2.08%,"1,426","1,734"
POSEY,"20,263",430,2.12%,"1,427","1,773"
CHOY,"5,254",430,8.18%,"1,428","6,467"
AGUILAR,"186,512",429,0.23%,"1,429",134
LUNA,"104,518",429,0.41%,"1,430",298
COSTELLO,"32,043",429,1.34%,"1,431","1,093"
MALONEY,"30,671",429,1.40%,"1,432","1,149"
PADGETT,"25,413",429,1.69%,"1,433","1,397"
CONKLIN,"23,846",429,1.80%,"1,434","1,501"
BILLINGS,"22,553",429,1.90%,"1,435","1,588"
ADDISON,"18,169",429,2.36%,"1,436","1,986"
TRIPLETT,"18,408",429,2.33%,"1,437","1,965"
DIAS,"16,044",428,2.67%,"1,438","2,266"
SADLER,"21,504",428,1.99%,"1,439","1,678"
OMAR,"7,660",427,5.57%,"1,440","4,631"
XIONG,"37,499",427,1.14%,"1,441",929
STOVER,"24,526",427,1.74%,"1,442","1,455"
COLEY,"15,671",426,2.72%,"1,443","2,326"
BELLAMY,"17,167",426,2.48%,"1,444","2,108"
REDMOND,"21,834",426,1.95%,"1,445","1,647"
BREWSTER,"19,564",426,2.18%,"1,446","1,830"
YUEN,"7,688",425,5.53%,"1,447","4,614"
SCHMITT,"36,043",425,1.18%,"1,448",967
ROPER,"20,065",425,2.12%,"1,449","1,787"
HERRERA,"192,711",424,0.22%,"1,450",129
HASAN,"9,374",424,4.52%,"1,451","3,775"
LEVINE,"33,637",424,1.26%,"1,452","1,032"
LANGE,"30,984",424,1.37%,"1,453","1,132"
KHALIL,"6,983",424,6.07%,"1,454","5,024"
HAAS,"34,918",423,1.21%,"1,455","1,001"
MORELAND,"17,832",423,2.37%,"1,456","2,023"
AMES,"22,385",423,1.89%,"1,457","1,598"
PARHAM,"15,846",422,2.66%,"1,458","2,302"
MULLER,"27,216",422,1.55%,"1,459","1,293"
DRUMMOND,"17,922",421,2.35%,"1,460","2,014"
MCKINLEY,"24,000",420,1.75%,"1,461","1,489"
HORNER,"23,881",420,1.76%,"1,462","1,500"
HAWTHORNE,"16,758",419,2.50%,"1,463","2,167"
MASTERS,"23,533",419,1.78%,"1,464","1,524"
GUILLORY,"15,161",418,2.76%,"1,465","2,391"
DUPREE,"16,794",418,2.49%,"1,466","2,161"
MINER,"21,439",418,1.95%,"1,467","1,683"
DARBY,"18,757",418,2.23%,"1,468","1,921"
HACKETT,"20,278",418,2.06%,"1,469","1,772"
DUARTE,"42,983",417,0.97%,"1,470",808
SILVER,"22,052",417,1.89%,"1,471","1,632"
VIERRA,"3,949",417,10.56%,"1,472","8,383"
CORPUZ,"5,176",417,8.06%,"1,473","6,542"
WITHERSPOON,"13,171",416,3.16%,"1,474","2,736"
PURCELL,"22,383",416,1.86%,"1,475","1,599"
LAND,"21,116",416,1.97%,"1,476","1,704"
LIGHTFOOT,"8,634",415,4.81%,"1,477","4,109"
FIELD,"24,543",415,1.69%,"1,478","1,452"
JEWELL,"23,187",415,1.79%,"1,479","1,550"
TRIPP,"20,434",415,2.03%,"1,480","1,753"
SEALS,"15,858",414,2.61%,"1,481","2,299"
FLANAGAN,"30,887",414,1.34%,"1,482","1,134"
FISH,"24,924",414,1.66%,"1,483","1,425"
BIGGS,"22,641",414,1.83%,"1,484","1,581"
SHAFER,"25,641",413,1.61%,"1,485","1,379"
STAPLES,"17,217",413,2.40%,"1,486","2,104"
PIPER,"22,329",413,1.85%,"1,487","1,607"
YODER,"56,410",412,0.73%,"1,488",598
VENTURA,"39,580",412,1.04%,"1,489",877
BRUNER,"15,898",412,2.59%,"1,490","2,292"
CORBETT,"26,246",412,1.57%,"1,491","1,346"
LAY,"18,468",412,2.23%,"1,492","1,957"
KEALOHA,"1,116",412,36.92%,"1,493","22,924"
PRESCOTT,"16,975",411,2.42%,"1,494","2,134"
ALBRIGHT,"25,189",411,1.63%,"1,495","1,410"
WHALEY,"22,833",411,1.80%,"1,496","1,575"
BLEDSOE,"18,510",411,2.22%,"1,497","1,948"
RAINES,"21,518",411,1.91%,"1,498","1,676"
WEATHERS,"14,073",410,2.91%,"1,499","2,568"
SHEA,"33,329",410,1.23%,"1,500","1,048"
DONAHUE,"31,563",410,1.30%,"1,501","1,112"
KIMBLE,"18,040",410,2.27%,"1,502","2,003"
DOSS,"21,366",410,1.92%,"1,503","1,687"
PASCUA,"4,321",410,9.49%,"1,504","7,684"
GLEASON,"25,416",409,1.61%,"1,505","1,395"
SNEED,"17,804",409,2.30%,"1,506","2,027"
LACEY,"18,691",409,2.19%,"1,507","1,930"
HERNDON,"19,183",409,2.13%,"1,508","1,871"
PURDY,"15,126",408,2.70%,"1,509","2,396"
TINSLEY,"15,442",408,2.64%,"1,510","2,361"
TRENT,"19,630",408,2.08%,"1,511","1,824"
LOO,"3,645",408,11.19%,"1,512","8,977"
AU,"7,148",407,5.69%,"1,513","4,919"
MOLINA,"96,979",407,0.42%,"1,514",320
HUDDLESTON,"17,231",407,2.36%,"1,515","2,102"
JEFFERS,"17,455",407,2.33%,"1,516","2,073"
HELMS,"23,949",407,1.70%,"1,517","1,493"
STRATTON,"22,983",407,1.77%,"1,518","1,565"
THORNE,"18,738",407,2.17%,"1,519","1,922"
BEAL,"20,752",407,1.96%,"1,520","1,726"
PEACOCK,"21,712",406,1.87%,"1,521","1,659"
LATHAM,"21,277",406,1.91%,"1,522","1,693"
DOBSON,"19,419",406,2.09%,"1,523","1,846"
REDD,"13,119",405,3.09%,"1,524","2,749"
PRITCHARD,"23,549",405,1.72%,"1,525","1,523"
THAO,"23,404",405,1.73%,"1,526","1,536"
HADLEY,"21,771",405,1.86%,"1,527","1,653"
STACY,"19,010",405,2.13%,"1,528","1,891"
STREET,"19,866",405,2.04%,"1,529","1,805"
WERNER,"34,488",404,1.17%,"1,530","1,013"
WINTER,"31,310",404,1.29%,"1,531","1,119"
DENNY,"17,503",403,2.30%,"1,532","2,062"
KEYES,"18,252",403,2.21%,"1,533","1,979"
BRYSON,"18,486",403,2.18%,"1,534","1,954"
CORNELL,"21,558",403,1.87%,"1,535","1,672"
LOCKWOOD,"19,865",403,2.03%,"1,536","1,806"
MCCLOUD,"15,783",402,2.55%,"1,537","2,313"
SORIANO,"25,916",402,1.55%,"1,538","1,361"
LUND,"24,347",402,1.65%,"1,539","1,465"
SUN,"24,058",402,1.67%,"1,540","1,484"
YAP,"4,590",402,8.76%,"1,541","7,261"
KIMURA,"4,059",401,9.88%,"1,542","8,164"
DURANT,"12,428",401,3.23%,"1,543","2,889"
HANDY,"14,537",401,2.76%,"1,544","2,482"
WHITMORE,"15,296",401,2.62%,"1,545","2,380"
ACKERMAN,"25,401",401,1.58%,"1,546","1,398"
BLANTON,"24,154",401,1.66%,"1,547","1,478"
PRESLEY,"18,384",401,2.18%,"1,548","1,968"
INMAN,"24,222",400,1.65%,"1,549","1,474"
HENLEY,"20,934",400,1.91%,"1,550","1,717"
MCWILLIAMS,"20,523",400,1.95%,"1,551","1,746"
HOLLINS,"10,213",399,3.91%,"1,552","3,499"
IRVING,"14,896",399,2.68%,"1,553","2,433"
FRITZ,"33,224",399,1.20%,"1,554","1,055"
RUSS,"16,300",399,2.45%,"1,555","2,237"
DIAMOND,"21,586",399,1.85%,"1,556","1,670"
PICKENS,"16,577",398,2.40%,"1,557","2,195"
DUONG,"24,870",398,1.60%,"1,558","1,431"
SUZUKI,"5,274",398,7.55%,"1,559","6,438"
POINDEXTER,"11,531",397,3.44%,"1,560","3,129"
DRIVER,"15,442",397,2.57%,"1,561","2,361"
DONNELLY,"31,505",397,1.26%,"1,562","1,114"
COKER,"23,348",397,1.70%,"1,563","1,541"
DODGE,"22,035",397,1.80%,"1,564","1,635"
THOMASON,"20,478",397,1.94%,"1,565","1,751"
HAYWARD,"15,665",396,2.53%,"1,566","2,327"
LEHMAN,"32,180",396,1.23%,"1,567","1,086"
DOLAN,"27,329",396,1.45%,"1,568","1,283"
LANDERS,"19,144",396,2.07%,"1,569","1,876"
CHINN,"6,211",396,6.38%,"1,570","5,601"
MONIZ,"5,775",395,6.84%,"1,571","5,958"
MEANS,"16,203",395,2.44%,"1,572","2,247"
PARIS,"17,707",395,2.23%,"1,573","2,033"
MEAD,"22,727",395,1.74%,"1,574","1,578"
MEADE,"22,091",395,1.79%,"1,575","1,631"
SALEM,"8,404",395,4.70%,"1,576","4,215"
KIMBROUGH,"12,034",394,3.27%,"1,577","2,978"
ROSARIO,"48,051",394,0.82%,"1,578",725
RANDLE,"14,437",394,2.73%,"1,579","2,508"
KAUFMAN,"34,844",394,1.13%,"1,580","1,007"
HAGEN,"23,616",394,1.67%,"1,581","1,518"
ERWIN,"22,496",394,1.75%,"1,582","1,594"
MCCOLLUM,"19,990",394,1.97%,"1,583","1,798"
LOFTON,"13,900",393,2.83%,"1,584","2,590"
MCGRAW,"21,614",393,1.82%,"1,585","1,668"
SAPP,"20,448",393,1.92%,"1,586","1,752"
MCNEILL,"19,152",393,2.05%,"1,587","1,875"
FREY,"32,904",392,1.19%,"1,588","1,065"
FELDER,"13,257",391,2.95%,"1,589","2,714"
MICHEL,"25,578",391,1.53%,"1,590","1,383"
OHARA,"21,710",391,1.80%,"1,591","1,660"
STILES,"21,357",391,1.83%,"1,592","1,689"
MA,"28,452",390,1.37%,"1,593","1,240"
DEVINE,"23,775",390,1.64%,"1,594","1,506"
POPAL,963,390,40.50%,"1,595","25,620"
HASHIMOTO,"2,694",390,14.48%,"1,596","11,637"
HARLEY,"12,186",389,3.19%,"1,597","2,943"
KRUEGER,"36,743",389,1.06%,"1,598",946
PRATER,"19,484",388,1.99%,"1,599","1,839"
HUSSEIN,"7,182",388,5.40%,"1,600","4,903"
BONDS,"13,620",387,2.84%,"1,601","2,643"
MOSER,"30,483",387,1.27%,"1,602","1,152"
FITCH,"19,060",387,2.03%,"1,603","1,885"
BASSETT,"20,482",387,1.89%,"1,604","1,750"
PERREIRA,"2,398",387,16.14%,"1,605","12,837"
SAFI,"1,626",386,23.74%,"1,606","17,367"
FELIX,"40,165",386,0.96%,"1,607",863
HAMMER,"21,709",386,1.78%,"1,608","1,661"
ROCK,"19,313",386,2.00%,"1,609","1,859"
IVY,"13,524",385,2.85%,"1,610","2,667"
HOPE,"17,562",385,2.19%,"1,611","2,052"
GUPTA,"19,057",385,2.02%,"1,612","1,886"
KAM,"3,749",385,10.27%,"1,613","8,749"
KEENE,"17,711",384,2.17%,"1,614","2,032"
MURDOCK,"19,873",384,1.93%,"1,615","1,804"
RUSHING,"19,604",384,1.96%,"1,616","1,827"
MERCADO,"60,761",383,0.63%,"1,617",555
VARGAS,"173,835",382,0.22%,"1,618",148
DARDEN,"13,414",382,2.85%,"1,619","2,683"
YI,"17,934",382,2.13%,"1,620","2,011"
WOODY,"18,434",382,2.07%,"1,621","1,960"
SIZEMORE,"20,116",382,1.90%,"1,622","1,783"
PRATHER,"15,860",381,2.40%,"1,623","2,298"
DOHERTY,"27,787",381,1.37%,"1,624","1,264"
CROWELL,"17,467",381,2.18%,"1,625","2,071"
HAND,"22,006",381,1.73%,"1,626","1,639"
HUTTON,"18,479",381,2.06%,"1,627","1,955"
CHEUNG,"18,765",381,2.03%,"1,628","1,920"
KEARNEY,"20,706",381,1.84%,"1,629","1,730"
LAL,"3,997",381,9.53%,"1,630","8,288"
LEON,"86,363",380,0.44%,"1,631",363
SALAS,"65,468",380,0.58%,"1,632",513
HAWK,"16,884",380,2.25%,"1,633","2,149"
SINGER,"25,828",380,1.47%,"1,634","1,366"
SKAGGS,"17,778",380,2.14%,"1,635","2,028"
DESAI,"18,638",380,2.04%,"1,636","1,938"
WILLARD,"21,352",380,1.78%,"1,637","1,690"
CULLEN,"20,000",380,1.90%,"1,638","1,796"
NOVAK,"35,461",379,1.07%,"1,639",980
CARRINGTON,"13,320",378,2.84%,"1,640","2,706"
FRANCOIS,"14,593",378,2.59%,"1,641","2,467"
BRANNON,"16,136",378,2.34%,"1,642","2,253"
DASILVA,"20,338",378,1.86%,"1,643","1,767"
SAMSON,"11,123",377,3.39%,"1,644","3,246"
SPANN,"12,457",377,3.03%,"1,645","2,882"
